dependent,independent,alpha,betas,residuals,adj_r2,adf_pvalue,adf_stat
XLMUSDT,"['ADAUSDT', 'XRPUSDT']",-0.06176700307790432,"ADAUSDT    0.275494
XRPUSDT    0.080301
dtype: float64","0        -0.022359
1        -0.022387
2        -0.022387
3        -0.022471
4        -0.022874
            ...   
611995    0.016674
611996    0.016609
611997    0.016605
611998    0.015463
611999    0.015413
Name: None, Length: 612000, dtype: float64",0.9446239937703309,0.0007643285447973664,-4.161748921033538
XLMUSDT,"['XRPUSDT', 'ADAUSDT']",-0.061767003077871085,"XRPUSDT    0.080301
ADAUSDT    0.275494
dtype: float64","0        -0.022359
1        -0.022387
2        -0.022387
3        -0.022471
4        -0.022874
            ...   
611995    0.016674
611996    0.016609
611997    0.016605
611998    0.015463
611999    0.015413
Name: None, Length: 612000, dtype: float64",0.9446239937703312,0.000764328544797933,-4.161748921033348
ADAUSDT,"['XRPUSDT', 'AVAXUSDT']",-0.06792050719698767,"XRPUSDT     0.215434
AVAXUSDT    0.012669
dtype: float64","0         0.039976
1         0.040076
2         0.039190
3         0.038267
4         0.039385
            ...   
611995   -0.023333
611996   -0.023506
611997   -0.023517
611998   -0.023495
611999   -0.023495
Name: None, Length: 612000, dtype: float64",0.9268040595290803,0.006755722983411184,-3.5516429803429626
ADAUSDT,"['AVAXUSDT', 'XRPUSDT']",-0.06792050719701707,"AVAXUSDT    0.012669
XRPUSDT     0.215434
dtype: float64","0         0.039976
1         0.040076
2         0.039190
3         0.038267
4         0.039385
            ...   
611995   -0.023333
611996   -0.023506
611997   -0.023517
611998   -0.023495
611999   -0.023495
Name: None, Length: 612000, dtype: float64",0.9268040595290804,0.006755722983409221,-3.551642980343052
BCHUSDT,"['ADAUSDT', 'DAIUSDT']",2.1228678537266177e-13,"ADAUSDT   -3.557151e-15
DAIUSDT    1.000000e+00
dtype: float64","0        -2.025047e-13
1        -2.025047e-13
2        -2.025047e-13
3        -2.025047e-13
4        -2.025047e-13
              ...     
611995   -2.023937e-13
611996   -2.023937e-13
611997   -2.023937e-13
611998   -2.023937e-13
611999   -2.023937e-13
Name: None, Length: 612000, dtype: float64",1.0,0.9585320860600599,4.800392400166483e-14
BCHUSDT,"['DAIUSDT', 'ADAUSDT']",-1.8365591165914186e-12,"DAIUSDT    1.000000e+00
ADAUSDT   -3.944546e-15
dtype: float64","0        -1.296740e-13
1        -1.296740e-13
2        -1.296740e-13
3        -1.303402e-13
4        -1.303402e-13
              ...     
611995   -1.043610e-13
611996   -1.043610e-13
611997   -1.043610e-13
611998   -1.043610e-13
611999   -1.043610e-13
Name: None, Length: 612000, dtype: float64",1.0,0.0,-22.006225260906106
DAIUSDT,"['ADAUSDT', 'BCHUSDT']",2.1228678537266177e-13,"ADAUSDT   -3.557151e-15
BCHUSDT    1.000000e+00
dtype: float64","0        -2.025047e-13
1        -2.025047e-13
2        -2.025047e-13
3        -2.025047e-13
4        -2.025047e-13
              ...     
611995   -2.023937e-13
611996   -2.023937e-13
611997   -2.023937e-13
611998   -2.023937e-13
611999   -2.023937e-13
Name: None, Length: 612000, dtype: float64",1.0,0.9585320860600599,4.800392400166483e-14
DAIUSDT,"['BCHUSDT', 'ADAUSDT']",-1.8365591165914186e-12,"BCHUSDT    1.000000e+00
ADAUSDT   -3.944546e-15
dtype: float64","0        -1.296740e-13
1        -1.296740e-13
2        -1.296740e-13
3        -1.303402e-13
4        -1.303402e-13
              ...     
611995   -1.043610e-13
611996   -1.043610e-13
611997   -1.043610e-13
611998   -1.043610e-13
611999   -1.043610e-13
Name: None, Length: 612000, dtype: float64",1.0,0.0,-22.006225260906106
ADAUSDT,"['XLMUSDT', 'AVAXUSDT']",0.020396478224281558,"XLMUSDT     1.487796
AVAXUSDT    0.008630
dtype: float64","0         0.048468
1         0.048568
2         0.047964
3         0.047489
4         0.048746
            ...   
611995   -0.015626
611996   -0.015626
611997   -0.015626
611998   -0.013915
611999   -0.013841
Name: None, Length: 612000, dtype: float64",0.9601532148527858,6.652363417994141e-06,-5.259067761030516
ADAUSDT,"['AVAXUSDT', 'XLMUSDT']",0.02039647822427987,"AVAXUSDT    0.008630
XLMUSDT     1.487796
dtype: float64","0         0.048468
1         0.048568
2         0.047964
3         0.047489
4         0.048746
            ...   
611995   -0.015626
611996   -0.015626
611997   -0.015626
611998   -0.013915
611999   -0.013841
Name: None, Length: 612000, dtype: float64",0.9601532148527857,6.652363417988468e-06,-5.2590677610306935
XLMUSDT,"['ADAUSDT', 'AVAXUSDT']",-0.012221619923391342,"ADAUSDT     0.630125
AVAXUSDT   -0.005128
dtype: float64","0        -0.035096
1        -0.035159
2        -0.034800
3        -0.034518
4        -0.035312
            ...   
611995    0.021941
611996    0.021941
611997    0.021941
611998    0.020791
611999    0.020741
Name: None, Length: 612000, dtype: float64",0.9446367183651017,7.933950234130878e-06,-5.22181196441203
XLMUSDT,"['AVAXUSDT', 'ADAUSDT']",-0.012221619923327829,"AVAXUSDT   -0.005128
ADAUSDT     0.630125
dtype: float64","0        -0.035096
1        -0.035159
2        -0.034800
3        -0.034518
4        -0.035312
            ...   
611995    0.021941
611996    0.021941
611997    0.021941
611998    0.020791
611999    0.020741
Name: None, Length: 612000, dtype: float64",0.9446367183651022,7.933950234146521e-06,-5.221811964411611
BCHUSDT,"['BNBUSDT', 'DAIUSDT']",3.2449780709709053e-13,"BNBUSDT   -2.739342e-17
DAIUSDT    1.000000e+00
dtype: float64","0        -1.654232e-13
1        -1.654232e-13
2        -1.654232e-13
3        -1.653122e-13
4        -1.653122e-13
              ...     
611995   -1.592060e-13
611996   -1.593170e-13
611997   -1.593170e-13
611998   -1.593170e-13
611999   -1.592060e-13
Name: None, Length: 612000, dtype: float64",1.0,1.3721594922001837e-22,-12.177985554991592
BCHUSDT,"['DAIUSDT', 'BNBUSDT']",-1.8658698718032607e-12,"DAIUSDT    1.000000e+00
BNBUSDT   -7.961600e-18
dtype: float64","0        -1.112443e-13
1        -1.112443e-13
2        -1.112443e-13
3        -1.119105e-13
4        -1.119105e-13
              ...     
611995   -8.359979e-14
611996   -8.371082e-14
611997   -8.371082e-14
611998   -8.371082e-14
611999   -8.359979e-14
Name: None, Length: 612000, dtype: float64",1.0,0.0,-22.11732782569813
DAIUSDT,"['BNBUSDT', 'BCHUSDT']",3.2449780709709053e-13,"BNBUSDT   -2.739342e-17
BCHUSDT    1.000000e+00
dtype: float64","0        -1.654232e-13
1        -1.654232e-13
2        -1.654232e-13
3        -1.653122e-13
4        -1.653122e-13
              ...     
611995   -1.592060e-13
611996   -1.593170e-13
611997   -1.593170e-13
611998   -1.593170e-13
611999   -1.592060e-13
Name: None, Length: 612000, dtype: float64",1.0,1.3721594922001837e-22,-12.177985554991592
DAIUSDT,"['BCHUSDT', 'BNBUSDT']",-1.8658698718032607e-12,"BCHUSDT    1.000000e+00
BNBUSDT   -7.961600e-18
dtype: float64","0        -1.112443e-13
1        -1.112443e-13
2        -1.112443e-13
3        -1.119105e-13
4        -1.119105e-13
              ...     
611995   -8.359979e-14
611996   -8.371082e-14
611997   -8.371082e-14
611998   -8.371082e-14
611999   -8.359979e-14
Name: None, Length: 612000, dtype: float64",1.0,0.0,-22.11732782569813
BCHUSDT,"['DOGEUSDT', 'DAIUSDT']",8.39051050860462e-14,"DOGEUSDT   -9.225483e-15
DAIUSDT     1.000000e+00
dtype: float64","0        -1.529887e-13
1        -1.529887e-13
2        -1.529887e-13
3        -1.529887e-13
4        -1.529887e-13
              ...     
611995   -1.513234e-13
611996   -1.513234e-13
611997   -1.513234e-13
611998   -1.513234e-13
611999   -1.513234e-13
Name: None, Length: 612000, dtype: float64",1.0,5.776469531039809e-30,-17.281712786956273
BCHUSDT,"['DAIUSDT', 'DOGEUSDT']",-1.841553385478756e-12,"DAIUSDT     1.000000e+00
DOGEUSDT    1.796711e-14
dtype: float64","0        -1.496581e-13
1        -1.496581e-13
2        -1.496581e-13
3        -1.504352e-13
4        -1.504352e-13
              ...     
611995   -1.257883e-13
611996   -1.257883e-13
611997   -1.257883e-13
611998   -1.257883e-13
611999   -1.257883e-13
Name: None, Length: 612000, dtype: float64",1.0,0.0,-21.687262372352084
DAIUSDT,"['DOGEUSDT', 'BCHUSDT']",8.39051050860462e-14,"DOGEUSDT   -9.225483e-15
BCHUSDT     1.000000e+00
dtype: float64","0        -1.529887e-13
1        -1.529887e-13
2        -1.529887e-13
3        -1.529887e-13
4        -1.529887e-13
              ...     
611995   -1.513234e-13
611996   -1.513234e-13
611997   -1.513234e-13
611998   -1.513234e-13
611999   -1.513234e-13
Name: None, Length: 612000, dtype: float64",1.0,5.776469531039809e-30,-17.281712786956273
